config_id,dataset_type,dataset_label,network_name,featurized_sigma_c,model_name,num_layers,hidden,gcn_skip,dropout,epochs,lr,ortho_regularization,link_pred_regularization,entropy_regularization,mu,sigma_c,min_community,graph_seed,num_nodes,num_edges,feature_dim,training_repeat,ECS,NMI,n_true_clusters,n_pred_clusters,cluster_ratio,last_loss,elapsed_time_sec
27,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.005,,1.0,0.5,,,,,7880,9164,64,2,0.5583410510330502,0.8581599949372818,39,12,0.3076923076923077,0.0035081545356661,8.889389991760254
27,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.005,,1.0,0.5,,,,,7880,9164,64,3,0.6779195304945737,0.9032693099232206,39,16,0.4102564102564102,0.0040155560709536,8.904196739196777
28,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.005,,1.0,1.0,,,,,7880,9164,64,1,0.5179346827769288,0.8347900821637142,39,12,0.3076923076923077,0.0032312790863215,8.740406036376953
28,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.005,,1.0,1.0,,,,,7880,9164,64,2,0.5996167478126413,0.8618901544027184,39,12,0.3076923076923077,0.0045684571377933,8.892830848693848
28,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.005,,1.0,1.0,,,,,7880,9164,64,3,0.4720572051092118,0.7656210337990967,39,10,0.2564102564102564,0.0036193646956235,8.909900903701782
29,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.01,,1.0,0.5,,,,,7880,9164,64,1,0.6000229190323341,0.8345339350582436,39,14,0.358974358974359,0.0030842889100313,8.884221076965332
29,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.01,,1.0,0.5,,,,,7880,9164,64,2,0.6389533455584857,0.857289559920574,39,13,0.3333333333333333,0.0025624609552323,8.981737852096558
29,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.01,,1.0,0.5,,,,,7880,9164,64,3,0.5616155026205135,0.8485654294766855,39,12,0.3076923076923077,0.003048488870263,8.981782913208008
30,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.01,,1.0,1.0,,,,,7880,9164,64,1,0.4184568164729054,0.7684019754200241,39,9,0.2307692307692307,0.0021821102127432,8.88714599609375
30,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.01,,1.0,1.0,,,,,7880,9164,64,2,0.6113055973707562,0.8592895750094527,39,13,0.3333333333333333,0.0031728334724903,8.774780750274658
30,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.01,,1.0,1.0,,,,,7880,9164,64,3,0.4187263324399888,0.7556090362301665,39,9,0.2307692307692307,0.0028122703079134,8.782706260681152
31,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,500,0.001,,1.0,0.5,,,,,7880,9164,64,1,0.4525149627936757,0.7900222922697506,39,10,0.2564102564102564,0.0031495417933911,22.018658876419067
31,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,500,0.001,,1.0,0.5,,,,,7880,9164,64,2,0.4114064064751217,0.7489438304065472,39,10,0.2564102564102564,0.0034132988657802,22.514222860336304
31,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,500,0.001,,1.0,0.5,,,,,7880,9164,64,3,0.5965714275036057,0.8691582181114312,39,12,0.3076923076923077,0.0040081548504531,22.47187900543213
32,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,500,0.001,,1.0,1.0,,,,,7880,9164,64,1,0.566515310858843,0.8591105577790504,39,11,0.282051282051282,0.0070266094990074,22.154723167419434
32,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,500,0.001,,1.0,1.0,,,,,7880,9164,64,2,0.5075830424707858,0.7849179068397759,39,10,0.2564102564102564,0.0052100983448326,21.822540760040283
32,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,500,0.001,,1.0,1.0,,,,,7880,9164,64,3,0.4968048121043724,0.8109963880724801,39,10,0.2564102564102564,0.0057917083613574,21.900733947753903
33,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,500,0.005,,1.0,0.5,,,,,7880,9164,64,1,0.5353971983960494,0.8462812561121279,39,11,0.282051282051282,0.0022623676341027,21.806885719299316
33,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,500,0.005,,1.0,0.5,,,,,7880,9164,64,2,0.5714738983732813,0.8490868705079287,39,11,0.282051282051282,0.002269122749567,21.816978931427
33,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,500,0.005,,1.0,0.5,,,,,7880,9164,64,3,0.4967491666886667,0.8106782088983165,39,10,0.2564102564102564,0.002394039183855,21.859471797943115
